match,team,bowlerName,overs,maiden,runs,wickets,economy,dots,fours,sixes,wides,noBalls,balls,id
Super Kings Vs Titans,Titans,Mohammed Shami,4,0,29,2,7.25,13,2,2,0,1,24,1
Super Kings Vs Titans,Titans,Hardik Pandya,3,0,28,0,9.33,6,2,2,0,0,18,1
Super Kings Vs Titans,Titans,Josh Little,4,0,41,1,10.25,10,4,3,0,0,24,1
Super Kings Vs Titans,Titans,Rashid Khan,4,0,26,2,6.5,10,2,1,0,0,24,1
Super Kings Vs Titans,Titans,Alzarri Joseph,4,0,33,2,8.25,8,0,3,0,0,24,1
Super Kings Vs Titans,Titans,Yash Dayal,1,0,14,0,14.0,2,0,2,0,0,6,1
Super Kings Vs Titans,Super Kings,Deepak Chahar,4,0,29,0,7.25,9,1,2,0,0,24,1
Super Kings Vs Titans,Super Kings,Tushar Deshpande,3,0,51,1,15.3,5,4,4,1,1,20,1
Super Kings Vs Titans,Super Kings,Rajvardhan Hangargekar,4,0,36,3,9.0,10,4,1,3,1,24,1
Super Kings Vs Titans,Super Kings,Mitchell Santner,4,0,32,0,8.0,7,5,0,0,0,24,1
Super Kings Vs Titans,Super Kings,Ravindra Jadeja,4,0,28,1,7.0,9,1,1,0,0,24,1
Punjab Kings Vs KKR,KKR,Umesh Yadav,4,0,27,1,6.75,11,2,1,0,0,24,2
Punjab Kings Vs KKR,KKR,Tim Southee,4,0,54,2,13.5,7,6,3,0,0,24,2
Punjab Kings Vs KKR,KKR,Sunil Narine,4,0,40,1,10.0,8,3,2,1,0,24,2
Punjab Kings Vs KKR,KKR,Varun Chakravarthy,4,0,26,1,6.5,10,2,1,1,0,24,2
Punjab Kings Vs KKR,KKR,Shardul Thakur,4,0,43,0,10.75,7,4,2,0,1,24,2
Punjab Kings Vs KKR,Punjab Kings,Sam Curran,3,0,38,1,12.66,4,3,3,0,0,18,2
Punjab Kings Vs KKR,Punjab Kings,Arshdeep Singh,3,0,19,3,6.33,10,2,1,0,0,18,2
Punjab Kings Vs KKR,Punjab Kings,Nathan Ellis,3,0,27,1,9.0,8,2,1,0,2,18,2
Punjab Kings Vs KKR,Punjab Kings,Sikandar Raza,3,0,25,1,8.33,5,3,0,1,0,18,2
Punjab Kings Vs KKR,Punjab Kings,Rishi Dhawan,1,0,15,0,15.0,2,2,1,0,0,6,2
Punjab Kings Vs KKR,Punjab Kings,Rahul Chahar,2,0,12,1,6.0,5,0,1,0,0,12,2
Punjab Kings Vs KKR,Punjab Kings,Harpreet Brar,1,0,7,0,7.0,3,1,0,0,0,6,2
Super Giants Vs Capitals,Capitals,Khaleel Ahmed,4,0,30,2,7.5,15,3,2,1,0,24,3
Super Giants Vs Capitals,Capitals,Mukesh Kumar,4,0,34,0,8.5,5,0,2,1,0,24,3
Super Giants Vs Capitals,Capitals,Chetan Sakariya,4,0,53,2,13.25,8,1,6,3,0,24,3
Super Giants Vs Capitals,Capitals,Axar Patel,4,0,38,1,9.5,8,1,3,0,0,24,3
Super Giants Vs Capitals,Capitals,Kuldeep Yadav,4,0,35,1,8.75,7,0,3,0,0,24,3
Super Giants Vs Capitals,Super Giants,Kyle Mayers,1,0,7,0,7.0,3,1,0,1,0,6,3
Super Giants Vs Capitals,Super Giants,Jaydev Unadkat,3,0,39,0,13.0,3,5,0,2,0,18,3
Super Giants Vs Capitals,Super Giants,Krishnappa Gowtham,4,0,23,0,5.75,9,2,0,1,0,24,3
Super Giants Vs Capitals,Super Giants,Avesh Khan,4,0,29,2,7.25,12,3,1,0,0,24,3
Super Giants Vs Capitals,Super Giants,Mark Wood,4,0,14,5,3.5,17,1,0,1,1,24,3
Super Giants Vs Capitals,Super Giants,Ravi Bishnoi,4,0,31,2,7.75,8,3,1,0,0,24,3
Royals Vs Sunrisers,Sunrisers,Bhuvneshwar Kumar,3,0,36,0,12.0,6,4,2,1,0,18,4
Royals Vs Sunrisers,Sunrisers,Fazalhaq Farooqi,4,0,41,2,10.25,11,7,0,0,0,24,4
Royals Vs Sunrisers,Sunrisers,Washington Sundar,3,0,32,0,10.66,5,1,3,0,0,18,4
Royals Vs Sunrisers,Sunrisers,T Natarajan,3,0,23,2,7.66,7,4,0,0,0,18,4
Royals Vs Sunrisers,Sunrisers,Adil Rashid,4,0,33,0,8.25,6,1,2,0,0,24,4
Royals Vs Sunrisers,Sunrisers,Umran Malik,3,0,32,1,10.66,4,4,1,1,0,18,4
Royals Vs Sunrisers,Royals,Trent Boult,4,1,21,2,5.25,15,2,1,0,0,24,4
Royals Vs Sunrisers,Royals,KM Asif,3,0,15,0,5.0,9,1,0,1,0,18,4
Royals Vs Sunrisers,Royals,Jason Holder,3,0,16,1,5.33,10,1,1,0,0,18,4
Royals Vs Sunrisers,Royals,Ravichandran Ashwin,4,0,27,1,6.75,10,1,1,2,0,24,4
Royals Vs Sunrisers,Royals,Yuzvendra Chahal,4,0,17,4,4.25,11,0,0,0,0,24,4
Royals Vs Sunrisers,Royals,Navdeep Saini,2,0,34,0,17.0,3,3,2,0,3,12,4
Mumbai Vs RCB,RCB,Mohammed Siraj,4,0,21,1,5.25,16,2,0,6,0,24,5
Mumbai Vs RCB,RCB,Reece Topley,2,0,14,1,7.0,7,3,0,0,0,12,5
Mumbai Vs RCB,RCB,Akash Deep,3,0,29,1,9.66,7,2,2,0,0,18,5
Mumbai Vs RCB,RCB,Harshal Patel,4,0,43,1,10.75,6,3,2,1,1,24,5
Mumbai Vs RCB,RCB,Karn Sharma,4,0,32,2,8.0,7,1,2,1,0,24,5
Mumbai Vs RCB,RCB,Michael Bracewell,2,0,16,1,8.0,6,3,0,0,0,12,5
Mumbai Vs RCB,RCB,Glenn Maxwell,1,0,16,0,16.0,0,1,1,1,0,6,5
Mumbai Vs RCB,Mumbai,Jason Behrendorff,3,0,37,0,12.33,6,3,3,0,0,18,5
Mumbai Vs RCB,Mumbai,Arshad Khan,2,0,28,1,12.0,7,2,2,4,0,14,5
Mumbai Vs RCB,Mumbai,Jofra Archer,4,0,33,0,8.25,10,2,2,0,0,24,5
Mumbai Vs RCB,Mumbai,Piyush Chawla,4,0,26,0,6.5,11,2,1,0,0,24,5
Mumbai Vs RCB,Mumbai,Cameron Green,2,0,30,1,15.0,4,2,3,0,0,12,5
Mumbai Vs RCB,Mumbai,Hrithik Shokeen,1,0,17,0,17.0,0,0,2,0,0,6,5
Super Kings Vs Super Giants,Super Giants,Kyle Mayers,2,0,16,0,8.0,1,1,0,1,0,12,6
Super Kings Vs Super Giants,Super Giants,Avesh Khan,3,0,39,1,13.0,4,6,0,1,0,18,6
Super Kings Vs Super Giants,Super Giants,Krunal Pandya,2,0,21,0,10.5,4,1,2,0,0,12,6
Super Kings Vs Super Giants,Super Giants,Krishnappa Gowtham,1,0,20,0,20.0,2,0,3,0,0,6,6
Super Kings Vs Super Giants,Super Giants,Mark Wood,4,0,49,3,12.25,9,3,5,0,0,24,6
Super Kings Vs Super Giants,Super Giants,Yash Thakur,4,0,36,0,9.0,4,3,1,0,1,24,6
Super Kings Vs Super Giants,Super Giants,Ravi Bishnoi,4,0,28,3,7.0,13,1,2,1,0,24,6
Super Kings Vs Super Giants,Super Kings,Deepak Chahar,4,0,55,0,13.75,6,7,1,5,0,24,6
Super Kings Vs Super Giants,Super Kings,Ben Stokes,1,0,18,0,18.0,0,2,1,0,0,6,6
Super Kings Vs Super Giants,Super Kings,Tushar Deshpande,4,0,45,2,11.25,7,2,2,4,3,24,6
Super Kings Vs Super Giants,Super Kings,Moeen Ali,4,0,26,4,6.5,10,0,1,1,0,24,6
Super Kings Vs Super Giants,Super Kings,Mitchell Santner,4,0,21,1,5.25,9,0,1,0,0,24,6
Super Kings Vs Super Giants,Super Kings,Rajvardhan Hangargekar,2,0,24,0,12.0,4,2,1,3,0,12,6
Super Kings Vs Super Giants,Super Kings,Ravindra Jadeja,1,0,14,0,14.0,2,0,2,0,0,6,6
Capitals Vs Titans,Titans,Mohammed Shami,4,0,41,3,10.25,15,5,1,4,0,24,7
Capitals Vs Titans,Titans,Josh Little,4,0,27,0,6.75,11,2,1,0,0,24,7
Capitals Vs Titans,Titans,Hardik Pandya,3,0,18,0,6.0,6,2,0,0,0,18,7
Capitals Vs Titans,Titans,Alzarri Joseph,4,0,29,2,7.25,13,3,1,1,0,24,7
Capitals Vs Titans,Titans,Yash Dayal,1,0,12,0,12.0,0,0,1,0,0,6,7
Capitals Vs Titans,Titans,Rashid Khan,4,0,31,3,7.75,9,2,2,0,0,24,7
Capitals Vs Titans,Capitals,Khaleel Ahmed,4,0,38,1,9.5,9,5,1,1,0,24,7
Capitals Vs Titans,Capitals,Mukesh Kumar,4,0,42,0,10.5,8,5,2,1,0,24,7
Capitals Vs Titans,Capitals,Anrich Nortje,4,0,39,2,9.75,9,3,2,0,2,24,7
Capitals Vs Titans,Capitals,Mitchell Marsh,3,0,24,1,7.57,4,1,0,1,0,19,7
Capitals Vs Titans,Capitals,Kuldeep Yadav,3,0,18,0,6.0,5,1,0,1,0,18,7
Punjab Kings Vs Royals,Royals,Trent Boult,4,0,38,0,9.5,8,3,2,1,0,24,8
Punjab Kings Vs Royals,Royals,KM Asif,4,0,54,0,13.5,7,5,3,3,1,24,8
Punjab Kings Vs Royals,Royals,Ravichandran Ashwin,4,0,25,1,6.25,7,2,0,1,0,24,8
Punjab Kings Vs Royals,Royals,Jason Holder,4,0,29,2,7.25,7,2,1,0,0,24,8
Punjab Kings Vs Royals,Royals,Yuzvendra Chahal,4,0,50,1,12.5,5,7,1,1,0,24,8
Punjab Kings Vs Royals,Punjab Kings,Sam Curran,4,0,44,0,11.0,7,3,3,0,0,24,8
Punjab Kings Vs Royals,Punjab Kings,Arshdeep Singh,4,0,47,2,11.75,10,4,3,3,0,24,8
Punjab Kings Vs Royals,Punjab Kings,Harpreet Brar,2,0,15,0,7.5,5,2,0,0,0,12,8
Punjab Kings Vs Royals,Punjab Kings,Nathan Ellis,4,0,30,4,7.5,11,2,2,0,0,24,8
Punjab Kings Vs Royals,Punjab Kings,Rahul Chahar,4,0,31,0,7.75,5,1,1,0,0,24,8
Punjab Kings Vs Royals,Punjab Kings,Sikandar Raza,2,0,24,0,12.0,2,1,1,2,0,12,8
KKR Vs RCB,RCB,Mohammed Siraj,4,0,44,1,11.0,13,6,1,3,1,24,9
KKR Vs RCB,RCB,David Willey,4,1,16,2,4.0,15,2,0,1,0,24,9
KKR Vs RCB,RCB,Akash Deep,2,0,30,0,15.0,4,2,2,1,2,12,9
KKR Vs RCB,RCB,Michael Bracewell,3,0,34,1,11.33,3,1,3,0,0,18,9
KKR Vs RCB,RCB,Shahbaz Ahmed,1,0,6,0,6.0,3,1,0,0,0,6,9
KKR Vs RCB,RCB,Karn Sharma,3,0,26,2,8.66,6,2,1,0,0,18,9
KKR Vs RCB,RCB,Harshal Patel,3,0,38,1,12.66,5,4,2,1,0,18,9
KKR Vs RCB,KKR,Umesh Yadav,2,0,17,0,8.5,5,3,0,0,0,12,9
KKR Vs RCB,KKR,Tim Southee,2,0,25,0,12.5,5,2,2,0,0,12,9
KKR Vs RCB,KKR,Sunil Narine,4,0,16,2,4.0,12,1,0,0,0,24,9
KKR Vs RCB,KKR,Varun Chakravarthy,3,0,15,4,4.09,13,2,0,0,0,22,9
KKR Vs RCB,KKR,Suyash Sharma,4,0,30,3,7.5,11,2,2,1,0,24,9
KKR Vs RCB,KKR,Shardul Thakur,2,0,15,1,7.5,4,2,0,0,0,12,9
Sunrisers Vs Super Giants,Super Giants,Kyle Mayers,1,0,5,0,5.0,1,0,0,0,0,6,10
Sunrisers Vs Super Giants,Super Giants,Jaydev Unadkat,3,0,26,0,8.66,9,0,3,1,0,18,10
Sunrisers Vs Super Giants,Super Giants,Krunal Pandya,4,0,18,3,4.5,15,3,0,0,0,24,10
Sunrisers Vs Super Giants,Super Giants,Yash Thakur,3,0,23,1,7.66,6,3,0,0,0,18,10
Sunrisers Vs Super Giants,Super Giants,Ravi Bishnoi,4,0,16,1,4.0,10,0,0,1,0,24,10
Sunrisers Vs Super Giants,Super Giants,Deepak Hooda,1,0,8,0,8.0,1,1,0,0,0,6,10
Sunrisers Vs Super Giants,Super Giants,Amit Mishra,4,0,23,2,5.75,10,3,0,0,0,24,10
Sunrisers Vs Super Giants,Sunrisers,Bhuvneshwar Kumar,2,0,19,1,9.5,7,1,1,1,0,12,10
Sunrisers Vs Super Giants,Sunrisers,Washington Sundar,1,0,11,0,11.0,1,2,0,0,0,6,10
Sunrisers Vs Super Giants,Sunrisers,Fazalhaq Farooqi,3,0,13,1,4.33,12,2,0,1,0,18,10
Sunrisers Vs Super Giants,Sunrisers,Aiden Markram,2,0,14,0,7.0,5,2,0,0,0,12,10
Sunrisers Vs Super Giants,Sunrisers,Adil Rashid,3,0,23,2,7.66,8,2,1,0,0,18,10
Sunrisers Vs Super Giants,Sunrisers,T Natarajan,3,0,23,0,7.66,7,1,1,1,0,18,10
Sunrisers Vs Super Giants,Sunrisers,Umran Malik,2,0,22,1,11.0,7,3,0,2,0,12,10
Royals Vs Capitals,Capitals,Khaleel Ahmed,2,0,31,0,15.5,3,6,0,2,0,12,11
Royals Vs Capitals,Capitals,Anrich Nortje,4,0,44,0,11.0,10,6,2,0,0,24,11
Royals Vs Capitals,Capitals,Mukesh Kumar,4,0,36,2,9.0,8,3,2,0,0,24,11
Royals Vs Capitals,Capitals,Axar Patel,4,0,38,0,9.5,6,5,1,0,0,24,11
Royals Vs Capitals,Capitals,Kuldeep Yadav,4,0,31,1,7.75,8,2,1,0,0,24,11
Royals Vs Capitals,Capitals,Rovman Powell,2,0,18,1,9.0,4,1,1,1,1,12,11
Royals Vs Capitals,Royals,Trent Boult,4,1,29,3,7.25,11,5,0,0,0,24,11
Royals Vs Capitals,Royals,Sandeep Sharma,4,0,20,1,5.0,11,2,0,1,0,24,11
Royals Vs Capitals,Royals,Ravichandran Ashwin,4,0,25,2,6.25,10,2,0,3,0,24,11
Royals Vs Capitals,Royals,Jason Holder,3,0,28,0,9.33,4,4,0,1,0,18,11
Royals Vs Capitals,Royals,Yuzvendra Chahal,4,0,27,3,6.75,8,2,0,2,0,24,11
Royals Vs Capitals,Royals,Murugan Ashwin,1,0,11,0,11.0,0,0,0,0,1,6,11
Mumbai Vs Super Kings,Super Kings,Deepak Chahar,1,0,10,0,10.0,2,2,0,0,0,6,12
Mumbai Vs Super Kings,Super Kings,Tushar Deshpande,3,0,31,2,10.33,9,2,3,1,0,18,12
Mumbai Vs Super Kings,Super Kings,Sisanda Magala,4,0,37,1,9.25,4,5,0,0,0,24,12
Mumbai Vs Super Kings,Super Kings,Mitchell Santner,4,0,28,2,7.0,6,3,0,0,0,24,12
Mumbai Vs Super Kings,Super Kings,Ravindra Jadeja,4,0,20,3,5.0,9,0,1,0,0,24,12
Mumbai Vs Super Kings,Super Kings,Dwaine Pretorius,4,0,28,0,7.0,9,3,0,4,0,24,12
Mumbai Vs Super Kings,Mumbai,Jason Behrendorff,3,0,24,1,8.0,9,2,1,1,0,18,12
Mumbai Vs Super Kings,Mumbai,Arshad Khan,2,0,35,0,16.15,2,5,1,3,0,13,12
Mumbai Vs Super Kings,Mumbai,Cameron Green,3,0,20,0,6.66,6,0,1,1,0,18,12
Mumbai Vs Super Kings,Mumbai,Piyush Chawla,4,0,33,1,8.25,8,5,0,0,0,24,12
Mumbai Vs Super Kings,Mumbai,Kumar Kartikeya,4,0,24,1,6.0,6,0,1,0,0,24,12
Mumbai Vs Super Kings,Mumbai,Hrithik Shokeen,2,0,19,0,9.5,4,2,1,0,0,12,12
Titans Vs KKR,KKR,Umesh Yadav,3,0,24,0,8.0,7,4,0,1,0,18,13
Titans Vs KKR,KKR,Shardul Thakur,3,0,40,0,13.33,4,3,3,1,0,18,13
Titans Vs KKR,KKR,Lockie Ferguson,4,0,40,0,10.0,8,3,2,1,1,24,13
Titans Vs KKR,KKR,Sunil Narine,4,0,33,3,8.25,8,3,1,1,0,24,13
Titans Vs KKR,KKR,Varun Chakravarthy,2,0,27,0,13.5,1,2,1,1,0,12,13
Titans Vs KKR,KKR,Suyash Sharma,4,0,35,1,8.75,6,3,0,1,0,24,13
Titans Vs KKR,Titans,Mohammed Shami,4,0,28,1,7.0,10,2,1,0,0,24,13
Titans Vs KKR,Titans,Josh Little,4,0,45,1,11.25,9,4,3,3,0,24,13
Titans Vs KKR,Titans,Alzarri Joseph,4,0,27,2,6.75,14,2,2,0,0,24,13
Titans Vs KKR,Titans,Yash Dayal,4,0,69,0,17.25,4,3,8,0,0,24,13
Titans Vs KKR,Titans,Rashid Khan,4,0,37,3,9.25,6,4,1,0,0,24,13
Punjab Kings Vs Sunrisers,Sunrisers,Bhuvneshwar Kumar,4,0,33,1,8.25,13,6,0,3,0,24,14
Punjab Kings Vs Sunrisers,Sunrisers,Marco Jansen,3,1,16,2,5.33,14,2,1,1,0,18,14
Punjab Kings Vs Sunrisers,Sunrisers,T Natarajan,4,0,40,0,10.0,10,3,3,0,0,24,14
Punjab Kings Vs Sunrisers,Sunrisers,Washington Sundar,1,0,6,0,6.0,3,1,0,0,0,6,14
Punjab Kings Vs Sunrisers,Sunrisers,Mayank Markande,4,0,15,4,3.75,15,2,0,0,0,24,14
Punjab Kings Vs Sunrisers,Sunrisers,Umran Malik,4,0,32,2,8.0,14,3,2,1,0,24,14
Punjab Kings Vs Sunrisers,Punjab Kings,Sam Curran,3,0,14,0,4.66,8,1,0,0,0,18,14
Punjab Kings Vs Sunrisers,Punjab Kings,Arshdeep Singh,3,0,20,1,6.66,10,4,0,0,0,18,14
Punjab Kings Vs Sunrisers,Punjab Kings,Harpreet Brar,3,0,26,0,8.21,8,5,0,0,0,19,14
Punjab Kings Vs Sunrisers,Punjab Kings,Nathan Ellis,3,0,28,0,9.33,5,5,0,0,0,18,14
Punjab Kings Vs Sunrisers,Punjab Kings,Rahul Chahar,3,0,28,1,9.33,8,4,1,0,0,18,14
Punjab Kings Vs Sunrisers,Punjab Kings,Mohit Rathee,2,0,29,0,14.5,3,3,2,0,0,12,14
RCB Vs Super Giants,Super Giants,Jaydev Unadkat,2,0,27,0,13.5,3,2,2,1,0,12,15
RCB Vs Super Giants,Super Giants,Avesh Khan,4,0,53,0,13.25,8,5,4,0,0,24,15
RCB Vs Super Giants,Super Giants,Krunal Pandya,4,0,35,0,8.75,5,2,2,0,0,24,15
RCB Vs Super Giants,Super Giants,Mark Wood,4,1,32,1,8.0,12,1,3,2,0,24,15
RCB Vs Super Giants,Super Giants,Ravi Bishnoi,4,0,39,0,9.75,5,1,3,1,0,24,15
RCB Vs Super Giants,Super Giants,Amit Mishra,2,0,18,1,9.0,2,1,1,0,0,12,15
RCB Vs Super Giants,RCB,Mohammed Siraj,4,0,22,3,5.5,16,3,0,4,0,24,15
RCB Vs Super Giants,RCB,David Willey,4,0,32,0,8.0,6,2,1,1,0,24,15
RCB Vs Super Giants,RCB,Wayne Parnell,4,0,41,3,10.25,6,5,1,3,0,24,15
RCB Vs Super Giants,RCB,Harshal Patel,4,0,48,2,12.0,5,4,3,0,0,24,15
RCB Vs Super Giants,RCB,Karn Sharma,3,0,48,1,16.0,5,3,5,1,0,18,15
RCB Vs Super Giants,RCB,Shahbaz Ahmed,1,0,15,0,15.0,1,0,2,0,0,6,15
Capitals Vs Mumbai,Mumbai,Jason Behrendorff,3,0,23,3,7.66,8,1,2,0,0,18,16
Capitals Vs Mumbai,Mumbai,Arshad Khan,1,0,12,0,12.0,1,2,0,1,0,6,16
Capitals Vs Mumbai,Mumbai,Cameron Green,3,0,30,0,10.0,4,5,0,1,0,18,16
Capitals Vs Mumbai,Mumbai,Hrithik Shokeen,4,0,43,1,10.75,10,4,2,1,1,24,16
Capitals Vs Mumbai,Mumbai,Riley Meredith,3,0,34,2,9.27,10,5,1,0,1,22,16
Capitals Vs Mumbai,Mumbai,Piyush Chawla,4,0,22,3,5.5,9,2,0,0,0,24,16
Capitals Vs Mumbai,Mumbai,Tilak Varma,1,0,7,0,7.0,3,1,0,1,0,6,16
Capitals Vs Mumbai,Capitals,Mukesh Kumar,2,0,30,2,15.0,6,3,3,0,0,12,16
Capitals Vs Mumbai,Capitals,Mustafizur Rahman,4,0,38,1,9.5,11,5,2,0,0,24,16
Capitals Vs Mumbai,Capitals,Anrich Nortje,4,0,35,0,8.75,8,2,2,0,0,24,16
Capitals Vs Mumbai,Capitals,Lalit Yadav,4,0,23,0,5.75,10,1,1,1,0,24,16
Capitals Vs Mumbai,Capitals,Axar Patel,4,0,20,0,5.0,12,2,0,1,0,24,16
Capitals Vs Mumbai,Capitals,Kuldeep Yadav,2,0,23,0,11.5,2,1,2,0,0,12,16
Royals Vs Super Kings,Super Kings,Akash Singh,4,0,40,2,10.0,7,2,3,1,0,24,17
Royals Vs Super Kings,Super Kings,Tushar Deshpande,4,0,37,2,9.25,7,4,1,1,0,24,17
Royals Vs Super Kings,Super Kings,Maheesh Theekshana,4,0,42,0,10.5,4,5,1,0,0,24,17
Royals Vs Super Kings,Super Kings,Ravindra Jadeja,4,0,21,2,5.25,11,0,0,3,0,24,17
Royals Vs Super Kings,Super Kings,Moeen Ali,2,0,21,1,10.5,3,0,2,0,0,12,17
Royals Vs Super Kings,Super Kings,Sisanda Magala,2,0,14,0,7.0,2,0,0,1,0,12,17
Royals Vs Super Kings,Royals,Sandeep Sharma,3,0,30,1,10.0,6,1,2,2,0,18,17
Royals Vs Super Kings,Royals,Kuldeep Sen,2,0,8,0,4.0,4,0,0,0,0,12,17
Royals Vs Super Kings,Royals,Jason Holder,3,0,37,0,12.33,4,4,2,1,0,18,17
Royals Vs Super Kings,Royals,Adam Zampa,4,0,43,1,10.75,5,4,1,1,0,24,17
Royals Vs Super Kings,Royals,Ravichandran Ashwin,4,0,25,2,6.25,10,1,1,2,0,24,17
Royals Vs Super Kings,Royals,Yuzvendra Chahal,4,0,27,2,6.75,8,2,0,1,0,24,17
Punjab Kings Vs Titans,Titans,Mohammed Shami,4,0,44,1,11.0,9,7,1,1,0,24,18
Punjab Kings Vs Titans,Titans,Josh Little,4,0,31,1,7.75,11,3,1,3,0,24,18
Punjab Kings Vs Titans,Titans,Alzarri Joseph,4,0,32,1,8.0,11,1,2,5,0,24,18
Punjab Kings Vs Titans,Titans,Rashid Khan,4,0,26,1,6.5,13,3,1,0,0,24,18
Punjab Kings Vs Titans,Titans,Mohit Sharma,4,0,18,2,4.5,12,2,0,0,0,24,18
Punjab Kings Vs Titans,Punjab Kings,Arshdeep Singh,4,0,33,1,8.25,8,5,0,0,0,24,18
Punjab Kings Vs Titans,Punjab Kings,Kagiso Rabada,4,0,36,1,9.0,11,5,1,0,0,24,18
Punjab Kings Vs Titans,Punjab Kings,Harpreet Brar,4,0,20,1,5.0,8,1,0,0,0,24,18
Punjab Kings Vs Titans,Punjab Kings,Sam Curran,3,0,25,1,6.52,7,2,0,0,0,23,18
Punjab Kings Vs Titans,Punjab Kings,Rahul Chahar,3,0,24,0,8.0,4,3,0,0,0,18,18
Punjab Kings Vs Titans,Punjab Kings,Matthew Short,1,0,8,0,8.0,1,1,0,0,0,6,18
Sunrisers Vs KKR,KKR,Umesh Yadav,3,0,42,0,14.0,3,3,3,1,0,18,19
Sunrisers Vs KKR,KKR,Lockie Ferguson,2,0,37,0,18.5,4,5,1,1,1,12,19
Sunrisers Vs KKR,KKR,Sunil Narine,4,0,28,0,7.0,7,1,1,2,0,24,19
Sunrisers Vs KKR,KKR,Andre Russell,2,0,22,3,10.15,4,2,1,2,0,13,19
Sunrisers Vs KKR,KKR,Varun Chakravarthy,4,0,41,1,10.25,4,3,2,1,0,24,19
